-1.7554e-006	4.20105e-007	-6.10658e-007	-3.35439e-008	-3.70391e-007	-1.00842e-006	3.25007e-007	6.22727e-007	5.59671e-007	1.97108e-007	2.04689e-007	3.56584e-007	5.3856e-007	5.53965e-007
7.65161e-007	1.94753e-007	-1.94922e-007	6.38518e-007	8.53568e-007	9.96089e-007	-1.24695e-006	-9.57468e-007	-7.71439e-008	3.94261e-007	-6.4037e-007	1.21328e-007	-1.95894e-007	-6.50934e-007
-1.56238e-006	3.73192e-007	-4.73892e-007	-5.04482e-008	-3.05816e-007	-8.98656e-007	3.83915e-007	6.0723e-007	5.12572e-007	1.23406e-007	1.21443e-007	2.48184e-007	4.51304e-007	4.6995e-007
4.47046e-007	3.70957e-007	-5.30925e-007	7.21042e-007	8.24112e-007	8.07827e-007	-1.47813e-006	-8.65184e-007	1.14367e-007	5.46015e-007	-7.19655e-007	3.0479e-007	-6.96924e-009	-5.35287e-007
-1.49924e-006	4.55771e-007	-1.03208e-006	7.01364e-008	-2.26388e-007	-7.50511e-007	1.81309e-008	5.37472e-007	5.72232e-007	2.75221e-007	7.88147e-008	4.1445e-007	5.60006e-007	5.25991e-007
-1.11071e-006	3.18589e-007	-4.61804e-007	-9.62492e-009	-3.45831e-007	-8.11172e-007	-5.67723e-008	3.1357e-007	3.96609e-007	2.27548e-007	2.55914e-007	3.86792e-007	4.55264e-007	4.41631e-007
-1.4133e-007	2.00853e-008	1.89447e-007	3.36572e-009	-1.69236e-007	-3.13003e-007	-1.31224e-007	-1.48345e-007	-2.22323e-008	1.15259e-007	2.59413e-007	1.76745e-007	8.37799e-008	7.72753e-008
-2.69466e-006	6.26083e-007	-7.58359e-007	5.07666e-007	2.05073e-007	-7.08241e-007	-1.27068e-007	2.43237e-007	5.76953e-007	6.08403e-007	3.79909e-008	5.97969e-007	5.40087e-007	3.44868e-007
-2.25897e-006	6.03792e-007	-9.57477e-007	4.88887e-007	1.98753e-007	-5.32577e-007	-2.6808e-007	1.68452e-007	5.49341e-007	5.99891e-007	-1.8444e-008	5.97651e-007	5.22779e-007	3.06003e-007
-2.06327e-006	5.67076e-007	-1.08256e-006	3.27582e-007	9.29257e-008	-5.08043e-007	-4.3546e-008	3.60236e-007	5.87307e-007	4.43503e-007	-6.37702e-008	4.78962e-007	5.27288e-007	3.76304e-007
3.88085e-007	2.23647e-007	-6.70804e-007	5.56905e-007	5.83408e-007	5.56707e-007	-1.06075e-006	-6.1289e-007	1.57789e-008	4.54096e-007	-3.97369e-007	2.92558e-007	7.27786e-010	-3.30099e-007
-2.05629e-006	4.13348e-007	-6.32712e-007	-2.64521e-008	-3.58698e-007	-9.4479e-007	3.63789e-007	5.92611e-007	5.36103e-007	2.21323e-007	3.43287e-007	4.01323e-007	5.55122e-007	5.92036e-007
-8.44285e-007	5.9145e-007	-1.41678e-006	6.10174e-007	4.67332e-007	7.5679e-008	-9.28687e-007	-1.87246e-007	4.75145e-007	6.28557e-007	-4.50666e-007	5.49101e-007	4.0367e-007	2.65544e-008
-3.32307e-007	2.57723e-007	-4.70105e-007	4.46652e-007	3.51946e-007	1.1472e-007	-7.20978e-007	-3.87816e-007	1.04211e-007	4.31519e-007	-1.43423e-007	3.44322e-007	1.21765e-007	-1.18229e-007
1.09641e-007	-4.5663e-008	2.62911e-007	1.09444e-008	-1.26292e-007	-1.84796e-007	-1.37712e-007	-2.06924e-007	-1.06729e-007	9.03285e-008	2.13121e-007	1.23443e-007	1.16273e-009	-3.43524e-009
-7.13771e-007	2.04115e-007	-6.22788e-007	3.82035e-008	8.92792e-008	3.30251e-008	2.13141e-007	3.21717e-007	2.72767e-007	1.85474e-008	-2.04838e-007	1.99714e-008	1.73912e-007	1.56719e-007
-1.0334e-006	4.55012e-007	-9.21286e-007	2.50188e-007	1.56551e-007	-2.43373e-007	-2.1695e-007	2.82563e-007	5.01666e-007	2.74045e-007	-3.11946e-007	2.58799e-007	3.60547e-007	1.87582e-007
-1.45603e-006	4.53797e-007	-4.5411e-007	1.0125e-007	-3.10137e-007	-1.09676e-006	3.3118e-008	3.63188e-007	5.12052e-007	3.26521e-007	1.65733e-007	4.38271e-007	5.02403e-007	4.20703e-007
-9.6059e-007	4.84772e-007	-8.51344e-007	3.21089e-007	2.33451e-007	-2.20712e-007	-2.87671e-007	1.56223e-007	4.87688e-007	3.15508e-007	-3.64941e-007	2.61049e-007	3.25146e-007	1.00333e-007
-4.30223e-007	1.67283e-007	-5.7492e-008	8.09498e-008	-1.84161e-007	-4.9797e-007	-1.80536e-007	-6.06102e-008	1.31722e-007	2.2795e-007	1.72137e-007	2.8823e-007	2.05439e-007	1.3728e-007
-1.55072e-006	5.76775e-007	-1.08317e-006	6.637e-007	5.46721e-007	-4.69233e-008	-5.9838e-007	-1.09734e-007	4.44383e-007	6.21876e-007	-3.45671e-007	4.94733e-007	3.54826e-007	3.15865e-008
