-1.20339e-006	3.42635e-007	-1.16803e-006	-1.1794e-008	-1.82876e-007	-4.96423e-007	3.8274e-007	6.35407e-007	4.84616e-007	1.06162e-007	2.47056e-008	1.84232e-007	4.29775e-007	4.72241e-007
6.30556e-007	4.45415e-008	3.4433e-007	3.71794e-007	5.13279e-007	6.21621e-007	-5.94852e-007	-9.05276e-007	-1.70722e-007	1.97414e-007	-2.48748e-007	1.13641e-008	-2.47093e-007	-5.68207e-007
-1.42548e-006	3.45711e-007	-8.60183e-007	1.00417e-008	-1.34803e-007	-4.67892e-007	4.05601e-007	6.12444e-007	4.76032e-007	9.52513e-008	-1.04404e-008	1.44132e-007	3.90741e-007	4.18846e-007
6.66542e-007	4.76405e-007	-9.32173e-009	7.25224e-007	8.07883e-007	8.18298e-007	-3.2148e-006	-7.90366e-007	2.7314e-007	5.78783e-007	-5.10076e-007	3.87943e-007	1.595e-007	-3.69158e-007
-8.34559e-007	1.46729e-007	-9.91082e-007	-2.06313e-007	-3.5715e-007	-5.49134e-007	7.66401e-007	7.38389e-007	3.30617e-007	-6.15311e-008	1.00533e-007	7.10768e-008	3.35757e-007	5.10267e-007
-7.94239e-007	1.5175e-007	-5.19456e-007	-1.392e-007	-3.30076e-007	-5.63002e-007	2.5822e-007	4.27589e-007	2.71338e-007	3.72226e-008	2.51361e-007	1.86439e-007	3.30961e-007	4.31092e-007
-2.39527e-007	2.25561e-007	-1.57341e-007	2.49906e-007	1.40378e-007	-4.0577e-008	-8.93376e-007	-3.94261e-007	1.34045e-007	3.12298e-007	1.22702e-007	3.31449e-007	1.95171e-007	1.35715e-008
-1.9353e-006	3.94226e-007	-7.69623e-007	2.91946e-007	1.91367e-007	-1.17251e-007	4.10403e-008	2.88095e-007	4.02796e-007	3.06991e-007	2.03053e-009	2.78422e-007	3.50478e-007	2.74787e-007
-1.14983e-006	4.29186e-007	-1.55096e-006	3.55409e-007	2.52032e-007	-4.18818e-008	-1.75925e-007	2.1977e-007	4.19409e-007	3.67782e-007	-7.56597e-008	3.28222e-007	3.70877e-007	2.51573e-007
-6.98359e-007	4.36984e-007	-2.14684e-006	3.34291e-007	2.77081e-007	7.33067e-008	-3.79844e-008	3.17709e-007	4.55298e-007	3.15476e-007	-2.13361e-007	2.55883e-007	3.69456e-007	2.61062e-007
8.9284e-008	9.31033e-007	-4.89574e-006	1.13356e-006	1.11451e-006	9.02644e-007	-1.9669e-006	-1.77327e-007	7.52285e-007	1.03075e-006	-5.98622e-007	8.51202e-007	6.68948e-007	1.6437e-007
-9.96391e-007	3.88393e-007	-2.10234e-006	4.25493e-008	-1.27418e-007	-3.94406e-007	4.4201e-007	6.1493e-007	5.13757e-007	1.71854e-007	1.62924e-007	2.61791e-007	4.8899e-007	5.33355e-007
-1.12447e-007	4.63227e-007	-1.42505e-006	4.82113e-007	4.41197e-007	2.96181e-007	-1.22857e-006	-1.24965e-007	3.94568e-007	4.5509e-007	-4.02298e-007	3.77668e-007	3.32797e-007	5.04878e-008
9.30719e-008	7.20881e-008	2.67337e-008	2.48768e-007	2.50794e-007	2.03524e-007	-6.8824e-007	-3.68186e-007	-3.87139e-008	2.14507e-007	-1.88439e-008	1.62565e-007	-9.90364e-009	-1.48163e-007
1.59027e-007	-2.12601e-008	2.37942e-007	1.07382e-007	7.85949e-008	5.53858e-008	-3.55237e-007	-3.58987e-007	-1.14787e-007	1.2166e-007	1.20447e-007	1.20273e-007	-3.92701e-008	-1.11168e-007
-3.85088e-008	8.66016e-008	-3.44981e-007	-2.55541e-008	6.25173e-009	1.79377e-008	2.6023e-007	2.33223e-007	1.47214e-007	-7.17623e-008	-2.77925e-007	-1.16273e-007	5.90971e-008	6.44492e-008
-5.53485e-007	3.0265e-007	-8.58658e-007	1.29032e-007	9.14195e-008	-7.12622e-008	-1.97098e-007	3.61956e-007	3.79815e-007	1.19531e-007	-2.53249e-007	9.01887e-008	2.61771e-007	1.9739e-007
-5.9215e-007	1.27306e-007	-1.40025e-007	-2.66122e-008	-1.36049e-007	-3.54846e-007	1.87345e-007	2.33997e-007	1.79013e-007	3.95412e-008	6.2425e-008	7.84204e-008	1.61777e-007	1.79859e-007
-5.63908e-007	3.34652e-007	-7.70247e-007	1.96567e-007	1.64176e-007	-3.28442e-008	-2.52645e-007	2.13324e-007	3.69385e-007	1.63036e-007	-2.76229e-007	1.02292e-007	2.35909e-007	1.16532e-007
-2.42553e-007	1.2918e-007	-8.42678e-008	1.34574e-007	3.80991e-008	-1.2555e-007	-3.48753e-007	-1.72322e-007	7.70983e-008	1.82604e-007	8.0046e-008	1.93265e-007	1.14691e-007	2.3888e-008
-7.17342e-007	3.49262e-007	-1.10103e-006	4.40025e-007	4.42961e-007	2.56152e-007	-4.98654e-007	-4.89043e-008	2.75574e-007	3.55799e-007	-2.29246e-007	2.42293e-007	2.07077e-007	2.6033e-008
-5.36881e-007	2.56967e-007	-1.18012e-006	-7.60994e-009	-5.57742e-008	-1.81135e-007	3.42349e-007	6.21138e-007	4.01764e-007	1.10947e-008	-3.04992e-007	1.76545e-008	2.92135e-007	3.23409e-007
6.8645e-008	3.56385e-007	-8.50018e-007	4.46716e-007	5.25708e-007	4.87597e-007	-1.13086e-006	-1.82025e-007	2.85952e-007	3.10551e-007	-4.92186e-007	1.56085e-007	1.44579e-007	-1.27132e-007
9.34218e-007	1.60799e-007	5.41615e-008	5.76088e-007	7.45294e-007	8.73173e-007	-1.40228e-006	-6.59398e-007	-4.71907e-008	3.49718e-007	-1.00507e-006	9.95472e-008	-1.47336e-007	-5.31725e-007
